,tokens,full_name,dof,year,month,date,hour,sentiment,text
906,"['pay', 'him', 'disney']","Melbourne, Victoria",3,2022,2,10,0,-0.1111111111111111,Pay him Disney! @TheJohnDiMaggio #Futurama https://t.co/PnVewDq1ps
907,"['anything', 'like', 'that', 'would', 'have', 'happened', 'the', 'equivalent', 'would', 'have', 'been', 'shot', 'poisoned', 'months', 'ago', 'astonishing', 'that', 'still', 'free', 'man', 'the']","Perth, Western Australia",3,2022,2,10,3,0.030303030303030304,"@RepAdamSchiff If anything like that would have happened in Putin's Russia, the equivalent of Trump would have been shot/poisoned months ago.
Astonishing that he is still a free man in the USA."
908,[''],"Melbourne, Victoria",3,2022,2,10,11,0.0,@RishiPrasadOrg मातृ पितृ पूजन दिवस की बधाई
909,"['guys', 'are', 'looking', 'for', 'drop', 'shoppers', 'stockists', 'interested', 'email', 'for', 'more', 'details', 'sydney', 'australia']","Sydney, New South Wales",3,2022,2,10,0,0.04,"Hi guys, we are looking for drop shoppers, stockists. Interested? Email https://t.co/0k4ChpB5wd for more details! @ Sydney, Australia https://t.co/4cdWyxGEsB"
910,"['blah', 'blah', 'blah', 'more', 'fearmongering', 'about', 'sex', 'workers', 'working', 'from', 'home', 'people', 'who', 'seem', 'envision', 'having', 'hundreds', 'clients', 'week']","Melbourne, Victoria",3,2022,2,10,0,-0.2222222222222222,blah blah blah more fearmongering about sex workers working from home by people who seem to envision us having hundreds of clients a week 🙄 #springst #vicdecrim
911,"['gonna', 'set', 'brothel', 'one', 'those', 'stands', 'the', 'middle', 'shopping', 'centre', 'walkway', 'just', 'spite', 'these', 'cunts']","Melbourne, Victoria",3,2022,2,10,0,0.03571428571428571,@Ivy_555 I’m gonna go set up a brothel as one of those stands in the middle of a shopping centre walkway just to spite these cunts 😂
912,"['now', 'saying', 'that', 'sex', 'work', 'has', 'substance', 'abuse', 'issue', 'okay', 'sure', 'the', 'halls', 'parliament', 'are', 'totally', 'drug', 'free']","Melbourne, Victoria",3,2022,2,10,0,-0.09090909090909091,Now saying that sex work has a substance abuse issue.. okay m8 I’m sure the halls of parliament are totally drug free.
913,"['really', 'hate', 'when', 'sexual', 'assault', 'amp', 'childhood', 'sexual', 'abuse', 'statistics', 'are', 'pulled', 'out', 'demonstrate', 'how', 'damaged', 'sex', 'workers', 'are', 'when', 'really', 'most', 'women', 'have', 'been', 'sexually', 'assaulted', 'some', 'stage']","Melbourne, Victoria",3,2022,2,10,0,-0.34375,I really hate when sexual assault &amp; childhood sexual abuse statistics are pulled out to demonstrate how dAmAgEd sex workers are when really— most WOMEN have been sexually assaulted at some stage
914,"['don', 'talk', 'about', 'how', 'unsafe', 'workplace', 'when', 'someone', 'was', 'raped', 'parliament', 'house', 'the', 'reality', 'there', 'are', 'safe', 'jobs', 'for', 'women', 'because', 'the', 'world', 'isn', 'its', 'current', 'state', 'safe', 'for', 'women']","Melbourne, Victoria",3,2022,2,10,1,-0.1388888888888889,"Don’t talk about how unsafe my workplace is when someone was raped in Parliament House. The reality is there are NO safe jobs for women because the WORLD isn’t, in its current state, safe for women"
915,"['been', 'good', 'one', 'for', 'far', 'the', 'optoma', 'w330ust', 'ultra', 'short', 'throw', 'projector']","Melbourne, Victoria",3,2022,2,10,23,0.15789473684210525,@kikionerlad It’s been a good one for me so far! It’s the Optoma W330UST Ultra Short Throw Projector ☺️
916,"['always', 'thought', 'inxs', 'were', 'bit', 'weird', 'back', 'the', '80s', 'now', 'even', 'more']","Canberra, Australian Capital Territory",3,2022,2,10,0,-0.1,I always thought INXS were a bit weird back in the 80s. Now even more so. https://t.co/Wv4Ki0JQaU
917,"['old', 'mate', 'the', 'scooter', 'was', 'probably', 'going', 'too', 'fast', 'amp', 'should', 'take', 'most', 'the', 'blame', 'but', 'the', 'kid', 'has', 'some', 'blame', 'too', 'yes', 'kids', 'will', 'kids', 'similar', 'may', 'have', 'occurred', 'had', 'been', 'old', 'person', 'their', 'motorised', 'carts', 'some', 'them', 'think', 'they', 'own', 'the', 'footpath']","Melbourne, Victoria",3,2022,2,10,0,-0.057692307692307696,"@TheTodayShow Old mate on the scooter was probably going too fast &amp; should take most of the blame, but the kid has some blame too(yes, kids will be kids). Similar may have occurred had it been an old person in their motorised carts, some of them think they own the footpath."
918,"['has', 'just', 'exposed', 'what', 'their', 'real', 'agenda', 'was', 'nothing', 'with', 'religion', 'all', 'about', 'blatantly', 'discrimination', 'kids', 'utterly', 'shameful']","Sydney, New South Wales",3,2022,2,10,2,-0.12,"@deemadigan It has just exposed what their real agenda was ""nothing to do with religion""
All to do about ""blatantly discrimination of kids""
Utterly shameful!"
919,[''],"Adelaide, South Australia",3,2022,2,10,0,0.0,#crumbmaidens https://t.co/j8rhce3nwb
920,"['off', 'get', 'third', 'booster']","Perth, Western Australia",3,2022,2,10,0,0.0,Off to get my third booster of 5G.
921,"['british', 'high', 'commissioner', 'australia', 'met', 'with', 'making', 'further', 'progress', 'the', 'free', 'trade', 'agreement', 'virtually', 'signed', 'december', 'last', 'year', 'for', 'more', 'information', 'the', 'aus', 'free', 'trade', 'agreemen', 'x0ku']","Sydney, New South Wales",3,2022,2,10,0,0.14285714285714285,"British High Commissioner to Australia @VickiTreadell met with @DanTehanWannon making further progress on the 🇬🇧🇦🇺 Free Trade Agreement, virtually signed in December last year.

For more information on the UK-AUS Free Trade Agreement ➡️https://t.co/bvFtjy7SC1

#UKAusFTA https://t.co/jJVBgCX0ku"
922,"['honestly', 'sign', 'achieves', 'nothing', 'its', 'don', 'sue', 'for', 'nit', 'making', 'roads', 'safer', 'its', 'the', 'drivers', 'fault', 'bullshit', 'reaction']","Sydney, New South Wales",3,2022,2,10,6,0.0,@Fractal10 @mike_a_simms @IWCouncil Honestly a sign achieves nothing its a don't sue me for nit making roads safer its the drivers fault bullshit reaction
923,"['real', 'fans', 'gifts', 'tribute', 'etc', 'fucking', 'over']","Sydney, New South Wales",3,2022,2,10,5,-0.18181818181818182,"@ivywolfesworld @Albert14365153 Real fans, gifts, tribute s, etc.
Fucking over it!!"
924,"['hey', 'the', 'public', 'gallery', 'open', 'for', 'viewing', 'want', 'watch', 'the', 'debate', 'the', 'sex', 'work', 'decrim', 'bill']","Melbourne, Victoria",3,2022,2,10,0,0.047619047619047616,@VicParliament hey is the public gallery open for viewing? I want to watch the debate on the sex work decrim bill
925,"['hey', 'the', 'gallery', 'open', 'want', 'watch', 'the', 'debate', 'person', 'information', 'how', 'attend', 'sitting', 'not', 'available', 'here', 'turned', 'away', 'saying', 'closed', 'but', 'cannot', 'see', 'notice']","Melbourne, Victoria",3,2022,2,10,0,0.02,"Hey @SamanthaRatnam @FionaPattenMLC is the gallery open? I want to watch the debate in person.

@VicParliament information on how to attend a sitting is not available   here &gt;&gt; https://t.co/j8elSDZUY5

@VictoriaPolice turned me away saying it's closed, but I cannot see a notice. https://t.co/KwMY56YoH4"
926,"['just', 'checking', 'you', 'know', 'they', 'letting', 'people', 'inside']","Melbourne, Victoria",3,2022,2,10,0,0.0,@SWLRV @scarletalliance just checking if you know if they're letting people inside
927,"['thank', 'you', 'could', 'that', 'detail', 'made', 'clear', 'the', 'visit', 'parliament', 'section', 'and', 'subheading', 'for', 'the', 'gallery', 'added', 'understand', 'that', 'general', 'public', 'attendees', 'with', 'passes', 'from', 'and', 'can', 'view', 'sittings', 'the', 'gallery', 'that', 'correct']","Melbourne, Victoria",3,2022,2,10,2,0.06976744186046512,"@VicParliament Thank you. Could that detail be made clear on the visit parliament section, and a subheading for the gallery be added?
I understand that general public attendees with passes from MLCs and MPs can view sittings in the gallery, is that correct?"
928,"['thank', 'you']","Melbourne, Victoria",3,2022,2,10,5,0.6666666666666666,@VicParliament Thank you :)
929,['xyp9cd'],"Adelaide, South Australia",3,2022,2,10,0,0.0,😱😱😱😱😱😱 https://t.co/aTRfxYp9cd
930,"['been', 'interesting', 'watching', 'the', 'discourse', 'around', 'there', 'seems', 'two', 'problems', 'not', 'with', 'the', 'show', 'but', 'with', 'the', 'fans', 'the', 'first', 'thing', 'that', 'they', 'forgot', 'that', 'this', 'was', 'all', 'filmed', 'pandemic', 'hats', 'off', 'the', 'cast', 'and', 'crew', 'for', 'acomplishing', 'what', 'they', 'did']","Queanbeyan, New South Wales",3,2022,2,10,0,-0.0196078431372549,"It's been interesting watching the discourse around #BobaFett. There seems to be two problems, not with the show, but with the fans. The first thing that they forgot is that this was all filmed in a pandemic so my hats off to the cast and crew for acomplishing what they did"
931,"['the', 'second', 'fan', 'expectations', 'being', 'driven', 'rampet', 'speculation', 'birthed', 'from', 'the', 'media', 'movement', 'that', 'follows', 'pop', 'culture', 'around', 'like', 'pack', 'rabid', 'dogs', 'admittedly', 'the', 'charade', 'media', 'was', 'initiated', 'and', 'funded', 'and', 'the', 'like', 'they', 'only', 'have', 'themselves', 'blame']","Queanbeyan, New South Wales",3,2022,2,10,0,0.10638297872340426,"The second is fan expectations being driven by rampet speculation birthed from the media movement that follows pop culture around like a pack of rabid dogs. Admittedly, the charade of media was initiated and funded by Disney and the like. So they only have themselves to blame."
932,[''],"Melbourne, Victoria",3,2022,2,10,0,0.0,вчимо історію https://t.co/nMzbdrWA8l
933,"['just', 'blocked', 'minutes', 'haven', 'watched', 'them', 'years']","Townsville, Queensland",3,2022,2,10,0,-0.07142857142857142,@SlurrieFamily I've just blocked 60 minutes. I haven't watched them in 25 years  #crapjournalism
934,"['yep', 'especially', 'how', 'went', 'from', 'bankrupting', 'his', 'parents', 'furniture', 'store', 'becoming', 'the', 'head', 'the', 'bloke', 'can', 'sell', 'mattresses', 'effectively', 'but', 'thinks', 'can', 'run', 'the', 'country']","Melbourne, Victoria",3,2022,2,10,19,0.05714285714285714,@newsheli Yep. Especially how @CraigKellyMP went from bankrupting his parents furniture store to becoming the head of the #UnitedAustraliaParty. Bloke can't sell mattresses effectively but thinks he can run the country. https://t.co/eCVitavFLW
935,"['cruising', 'cape', 'tribulation', 'and', 'what', 'comes', 'little', 'miss', 'can', 'wrong', 'happy', 'road', 'trip', 'tunes']","Queensland, Australia",3,2022,2,10,0,-0.15,@thechrisbarron  cruising up to cape tribulation and what comes on! Little miss can’t be wrong! Happy road trip tunes 🌴😊🌴
936,[''],"Victoria, Australia",3,2022,2,10,0,0.0,https://t.co/DDiG05tn2D
937,"['alan', 'kohler', 'minister', 'colbeck', 'dill', 'one', 'gets', 'sacked', 'morrison']","Sydney, New South Wales",3,2022,2,10,0,-0.05555555555555555,"Alan Kohler: ""Minister Colbeck a dill"" no one gets sacked by Morrison #Auspol #agedcarecrisis https://t.co/rczOmQLSZE"
938,"['nothing', 'not', 'predictable']","Castlemaine, Victoria",3,2022,2,10,2,0.0,@Fiona05935561 @amandajanewd @RavenZech2 We're nothing if not predictable
939,"['backfired', 'backfired', 'man', 'your', 'plan', 'backfired', 'your', 'face']","Portland (NSW), New South Wales",3,2022,2,10,0,0.0,"Backfired, backfired my man your plan, backfired in your face !! #ScottytheFailure #ReligiousDiscriminationBill #auspol https://t.co/4oGWXoew1x"
940,"['this', 'what', 'you', 'like', 'what', 'wrong', 'with', 'you', 'can', 'comprehend', 'you', 'need', 'brain', 'transplant']","Melbourne, Victoria",3,2022,2,10,4,0.0,@TokAnt @lupefiasco This is what you like? What is wrong with you? I can't comprehend it. You need a brain transplant
941,"['that', 'great', 'fear', 'coated', 'teflon']","Busselton, Western Australia",3,2022,2,10,1,0.09090909090909091,@styx1954 @marquelawyers That is my great fear.  He's coated in Teflon
942,"['and', 'get', 'stuffed', 'that', 'what', 'they', 'should', 'next']","Birdwood, South Australia",3,2022,2,10,1,0.0,@lynlinking @WgarNews Go and get stuffed. That's what they should do next
943,"['unbelievable', 'lack', 'understanding', 'the', 'lnp', 'and', 'religious', 'schools', 'regarding', 'how', 'much', 'hurt', 'this', 'bill', 'will', 'create']","Perth, Western Australia",3,2022,2,10,1,-0.22727272727272727,"@lynlinking @WgarNews Unbelievable lack of understanding by the LNP and religious schools regarding how much hurt this Bill will create. 
#PrivateSchoolBullies 
#LNPfail"
944,"['they', 'want', 'create', 'this', 'hurt', 'they', 'think', 'their', 'duty', 'hate', 'and', 'rage', 'defines', 'them']","Brisbane, Queensland",3,2022,2,10,1,-0.3,@Paulz20445090 @lynlinking @WgarNews They want to create this hurt. They think it is their duty. Hate and rage defines them.
945,"['nekoj', 'cela', 'nok', 'novorodence']","Australian Capital Territory, Australia",3,2022,2,10,0,0.0,@zockys @tome_corner A nekoj cela nok so novorodence
946,[''],"Australian Capital Territory, Australia",3,2022,2,10,1,0.0,@zockys @tome_corner Ич не е. Посебно во 3 сабајле ко ќе ‘збора’
947,[''],"Australian Capital Territory, Australia",3,2022,2,10,1,0.0,@zockys @tome_corner Не сега се караме. Ми вика многу сум била бавна а принцот бил гладен
948,[''],"Australian Capital Territory, Australia",3,2022,2,10,1,0.0,@zockys @tome_corner Преѓе му сечев нокти. 9 од 10 се ок. 10то немаше тавка среќа 🙄 јас поќе плачев од него
949,"['sorry', 'this', 'truly', 'fukt', 'and', 'that', 'campaign', 'can', 'cheap', 'run', 'either']","Portland (NSW), New South Wales",3,2022,2,10,0,-0.05263157894736842,"@Kon__K I'm sorry, this is truly fukt. And that TV ad campaign can't be cheap to run either..."
950,['yummy'],"Sydney, New South Wales",3,2022,2,10,0,2.0,@THstraya2017 Yummy 😋
951,[''],"Sydney, New South Wales",3,2022,2,10,2,0.0,@JohnKachoyan @MeliCook?
952,"['good', 'start', 'every', 'train', 'actually', 'went', 'instead', 'every', 'second', 'one', 'hopefully', 'the', 'line', 'upgrades', 'fix', 'this']","Melbourne, Victoria",3,2022,2,10,2,0.20833333333333334,@ptua @danielbowen Be a good start if every train actually went to Sunbury instead of every second one. Hopefully the line upgrades fix this?
953,"['fml', 'been', 'tired', 'this', 'week', 'but', 'not', 'much', 'else', 'until', 'last', 'night', 'realized', 'couldn', 'smell', 'anything', 'from', 'shower', 'products']","Melbourne, Victoria",3,2022,2,10,1,-0.09090909090909091,@Pauljneilson191 FML. Been tired this week but not much else until last night I realized I couldn’t smell anything from shower products
954,"['stopped', 'believing', 'love', 'and', 'friendship', 'long', 'time', 'ago']","Sydney, New South Wales",3,2022,2,10,0,0.4,I stopped believing in love and friendship long time ago.
955,"['lucky', 'them']","Sunshine Coast, Queensland",3,2022,2,10,0,1.0,@HarleyXavierXXX Lucky them!
956,[''],"Adelaide, South Australia",3,2022,2,10,0,0.0,#Albo4PM https://t.co/2RFtAzQGD0
957,[''],"Gold Coast, Queensland",3,2022,2,10,0,0.0,@PunkXnft @JohnnyDeppNFT @KevinTeoYB @ChloeMercury__ @MikeCha97478215
958,[''],"Sydney, New South Wales",3,2022,2,10,0,0.0625,Энэ удаагийнх лав хамгийн муухай орчинд болж байгаа өвлийн Олимп байхаа 😂 https://t.co/VZGHyX0Rab
959,"['and', 'credit', 'you', 'for', 'your', 'advocacy', 'and', 'for', 'influencing', 'your', 'colleagues', 'invest', 'south', 'australia']","Adelaide, South Australia",3,2022,2,10,0,0.0,@BriggsJamie @PwC_AU And credit to you @BriggsJamie for your advocacy and for influencing your @PwC_AU colleagues to invest in South Australia.
960,"['all', 'discrimination', 'should', 'not', 'exceptable', 'legislation', 'doesn', 'stop', 'any', 'one', 'discriminating', 'and', 'saying', 'nothing', 'saying', 'they', 'not', 'proving', 'would', 'futile', 'you', 'feel', 'discriminated', 'move', 'place', 'where', 'you', 'are', 'not', 'respect', 'the', 'key', 'teach', 'and', 'one', 'day', 'may', 'get']","Tasmania, Australia",3,2022,2,10,0,-0.16666666666666666,"All discrimination should not be exceptable! Legislation doesn’t stop any one discriminating and saying nothing or saying they’re not. Proving it would be futile! If you feel discriminated move on to a place where you are not.Respect is the key, teach it and one day we may get it https://t.co/glhjzPdb1J"
961,"['just', 'getting', 'around', 'watching', 'the', 'now', 'this', 'looks', 'awesome']","Sydney, New South Wales",3,2022,2,10,0,0.05,"Just getting around to watching the Nintendo Direct now. This looks awesome!

Mario Strikers Battle League. https://t.co/gn9tKHUXBQ"
962,"['players', 'that', 'awesome']","Sydney, New South Wales",3,2022,2,10,0,1.0,8 players? That's awesome.
963,"['online', 'clubs', 'too', 'sweet']","Sydney, New South Wales",3,2022,2,10,0,0.5,Online Clubs too? Sweet!
964,"['follow', 'burnett', 'river', 'clean', 'why', 'can', 'the', 'gov', 'let', 'people', 'decide', 'this', 'people', 'can', 'still', 'continue', 'wearing', 'they', 'please', 'and', 'double', 'vaxed', 'can', 'also', 'they', 'please', 'plus', 'less', 'masks', 'would', 'take', 'pressure', 'off', 'oceans']","Bundaberg, Queensland",3,2022,2,10,0,0.06521739130434782,"Follow Burnett River Clean
Why can't the gov let people decide this, people can still continue wearing if they please and double vaxed can also do as they please. Plus less masks would take pressure off oceans. #environnement #Oceans #fishing #Australia #ClimateActionNow https://t.co/9ILYr6CHMY"
965,"['opened', 'books', 'now', 'take', 'bookings', 'valentine', 'day', 'why', 'not', 'spend', 'the', 'most', 'romantic', 'day', 'the', 'year', 'together', 'contact', 'page', 'you', 'don', 'miss', 'out']","Melbourne, Victoria",3,2022,2,10,0,-0.05128205128205128,"Iv opened up my books now to take bookings as of Valentine’s Day .

Why not spend the most romantic day of the year together.

Contact me on my @ivysociete page so you don’t miss out . 

https://t.co/7hFvMn71ig"
966,[''],"Coffs Harbour, New South Wales",3,2022,2,10,0,0.0,https://t.co/CeozV9jJj4 https://t.co/nSbk9ft52C
967,"['curious', 'who', 'has', 'solid', 'daily', 'routine', 'this', 'selfie', 'from', '2018', 'train', 'with', 'bullet', 'journal', 'stopped', 'using', 'for', 'digital', 'system', 'but', 'thinking', 'going', 'back', 'paper', '100', 'points', 'you', 'can', 'guess', 'where', 'this']","Sydney, New South Wales",3,2022,2,10,0,0.04,"I'm curious who has a solid daily routine? This is a selfie from 2018 on a train with my bullet Journal, I stopped using it for a digital system but I'm thinking of going back to paper. 100 points if you can guess where this is. https://t.co/EzmNO1xPbb"
968,"['actually', 'got']","Sydney, New South Wales",3,2022,2,10,22,0.0,@MargCChannell Matt actually got it!
969,"['yeah', 'that', 'why', 'started', '2017', 'ran', 'for', 'years', 'finding', 'digital', 'can', 'type', 'fast', 'think', 'and', 'something', 'about', 'that', 'feels', 'less', 'filtered', 'but', 'let', 'see', 'this', 'year', 'will', 'big', 'test']","Sydney, New South Wales",3,2022,2,10,22,0.046511627906976744,"@mrjakerich Yeah, that's why I started it in 2017, Ran for 3 years, I'm finding digital ok as I can type as fast as I think and something about that feels less filtered. But let's see this year will be a big test."
970,"['yeah', 'you', 'nailed', 'the', 'train', 'from', 'san', 'fran', 'you', 'must', 'good', 'geoguesser']","Sydney, New South Wales",3,2022,2,10,23,0.21052631578947367,@iwasblog Yeah you nailed it! It's the train from San Fran to LA. You must be good a geoguesser?
971,"['when', 'saw', 'album', 'thought', 'that', 'but', 'was', 'california', 'going', 'from', 'san', 'fran']","Sydney, New South Wales",3,2022,2,10,23,0.0,@LiyoFromEthio When I saw it in my album I thought that but it was California going from San Fran to LA
972,"['mouthful', 'mode']","Melbourne, Victoria",3,2022,2,10,0,0.0,Kirby’s mouthful mode ⚠️☢️ https://t.co/XX4EvQhbK1
973,[''],"Melbourne, Victoria",3,2022,2,10,2,0.0,"@ABCChinese 《反宗教歧视法案》之所以引发争议是因为规定宗教团体在某些情况下可以按照其宗教信仰行事，而不构成歧视行为。

例如，如果一所宗教小学要求其所有学生和教职员工都信奉其特定的宗教，这并不是歧视，这意味着该校可以拒绝那些不信教的学生或工作人员。"
974,"['just', 'posted', 'photo']","Melbourne, Victoria",3,2022,2,10,0,0.0,"Just posted a photo @ Melbourne, Victoria, Australia https://t.co/rdJEw9W9jM"
975,['brilliant'],"Central Coast, New South Wales",3,2022,2,10,1,1.3333333333333333,@jordanspurcell Brilliant 💛💙
976,['caffeine'],"Sydney, New South Wales",3,2022,2,10,0,0.0,Caffeine https://t.co/RfaZQwarc9
977,"['just', 'posted', 'photo', 'melbourne', 'victoria', 'australia']","Melbourne, Victoria",3,2022,2,10,0,0.0,"Just posted a photo @ Melbourne, Victoria, Australia https://t.co/e1r8R5PuhU"
978,"['let', 'get', 'this', 'trending', 'all', 'week', 'folks']","Brisbane, Queensland",3,2022,2,10,0,0.0,"Let's get this trending all week folks #DontLetHimWin
#auspol"
979,"['you', 'not', 'swinging', 'voter', 'then']","Sydney, New South Wales",3,2022,2,10,3,0.0,@JustanotherGenY You're not a swinging voter then?
980,"['sorry', 'that', 'staged', 'too', 'once', 'stayed', 'the', 'pub', 'where', 'they', 'were', 'filming']","Blue Mountains, New South Wales",3,2022,2,10,8,-0.0625,"@Dalyston1 @JustanotherGenY Sorry, that's staged, too. I once stayed in the pub where they were filming."
981,"['with', 'you']","Adelaide, South Australia",3,2022,2,10,9,0.0,@JustanotherGenY I’m with you!!
982,"['happy', 'world', 'pulses', 'day', 'the', 'high', 'value', 'amp', 'soil', 'health', 'benefits', 'chickpeas', 'and', 'other', 'pulses', 'make', 'their', 'continued', 'expansions', 'important', 'opportunity', 'for', 'the', 'australian', 'grains', 'industry', 'read', 'more', 'the', 'state', 'the', 'australian', 'grains', 'industry', 'report']",Australia,3,2022,2,10,0,0.1875,"Happy World Pulses Day! The high value &amp; soil health benefits of chickpeas and other pulses make their continued expansions an important opportunity for the Australian grains industry #ausag

Read more in the State of the Australian Grains Industry Report: https://t.co/yNGFsu6Tcd https://t.co/xsnFh7XzoE"
983,"['wordle', '236']","Perth, Western Australia",3,2022,2,10,0,0.0,"Wordle 236 3/6

⬜⬜⬜🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
984,"['well', 'done', 'all', 'involved', 'protecting', 'the', 'bylong', 'valley']","Sydney, New South Wales",3,2022,2,10,5,0.0,@ElaineEDO @EDOLawyers Well done to all involved protecting the Bylong valley
985,"['just', 'posted', 'photo', 'sydney', 'australia']","Sydney, New South Wales",3,2022,2,10,0,0.0,"Just posted a photo @ Sydney, Australia https://t.co/RGSRsvIPbM"
986,"['selfish', 'amp', 'hypocritical', 'the', 'lnp', 'way']","Adelaide, South Australia",3,2022,2,10,0,-0.38461538461538464,Selfish &amp; Hypocritical. The lnp way!😡😡#LNPARELIARS #Albo4PM https://t.co/2RefNPrM5z
987,"['shellharbour', 'village']","Wollongong, New South Wales",3,2022,2,10,0,0.0,#boatharbourshellharbour #ourshellharbourvillage #localauthor @ Shellharbour Village https://t.co/3HoHKcmpnx
988,"['hardout', 'the', 'lab', 'savaii', 'something']","Sydney, New South Wales",3,2022,2,10,1,0.0,"@CLahrt @PasfikaSoulSis Hardout, is the lab in Savaii or something?"
989,['love'],"Central Coast, New South Wales",3,2022,2,10,0,0.42857142857142855,Love it 💙💛 https://t.co/XZFAEzDTek
990,"['mate', 'told', 'you', 'exactly', 'where', 'you', 'can', 'shove']","Central Coast, New South Wales",3,2022,2,10,3,0.0,@rawprawn25 @xCarlyMelissa_x Mate I’ve told you exactly where you can shove it 😂😂
991,"['can', 'fit', 'that', 'there', 'too']","Central Coast, New South Wales",3,2022,2,10,3,0.18181818181818182,@rawprawn25 @bozwhite @xCarlyMelissa_x Can fit that up there too 😂
992,"['ever', 'since', 'started', 'our', 'freight', 'company', 'there', 'this', 'young', 'man', 'who', 'sends', 'his', 'mum', 'back', 'his', 'village', 'care', 'package', 'every', 'shipment', 'without', 'fail', 'came', 'over', 'rugby', 'contract', 'amp', 'then', 'put', 'himself', 'through', 'tafe', 'study', 'real', 'estate', 'hope', 'wins', 'life']","Sydney, New South Wales",3,2022,2,10,0,0.12,"Ever since we started our freight company, there’s this young man who sends his mum back in his village a care package every shipment without fail. He came over on a rugby contract &amp; then put himself through TAFE to study Real Estate. 

I hope he wins in life. #PushTailevu"
993,"['guessing', 'people', 'who', 'live', 'canberra', 'realise', 'where', 'they', 'live', 'and', 'most', 'the', 'workforce', 'there', 'are', 'involved', 'working', 'with', 'govt', 'departments', 'its', 'fundamental', 'right', 'protest', 'dumb', 'poll', 'dumb', 'newspaper']","Luddenham, New South Wales",3,2022,2,10,1,-0.2222222222222222,@smudge_green I'm guessing people who live in canberra realise where they live and most of the workforce there are involved in working with govt departments. Its a fundamental right to protest. Dumb poll. Dumb newspaper.
994,"['narrative', 'everyone', 'free', 'protest', 'you', 'just', 'did', 'well', 'done']","Luddenham, New South Wales",3,2022,2,10,3,-0.07142857142857142,@AlCielo8 @smudge_green Narrative? Everyone's free to protest. You just did it. Well done.
995,"['tweets', 'that', 'didn', 'turn', 'out', 'well']","Melbourne, Victoria",3,2022,2,10,0,0.0,".Tweets that didn’t turn out well.

@instanterudite 🥴🤪 https://t.co/cKyHXmzz1p"
996,"['man', 'sky', 'switch', 'actually', 'looks', 'decent']","Sydney, New South Wales",3,2022,2,10,0,-0.08333333333333333,No Man Sky on Switch actually looks decent. https://t.co/cVysT15orj
997,"['time', 'when', 'health', 'not', 'anymore', 'protected', 'privacy', 'laws', 'which', 'wrong', 'many', 'levels']","Adelaide, South Australia",3,2022,2,10,1,-0.05555555555555555,@Yolitatennis It's  time when health is not anymore protected by privacy laws. Which is wrong on many levels.
998,['gorgeous'],"Sydney, New South Wales",3,2022,2,10,5,0.0,@missmilamiette @hellomissphoto @ivysociete @SWOzPromos @dakotadice1 So gorgeous 🥰🥰🥰
999,['lighting'],"Sydney, New South Wales",3,2022,2,10,4,0.0,@missmilamiette @hellomissphoto @ivysociete @SWOzPromos @dakotadice1 Lighting 👌🏽
1000,"['exactly', 'people', 'care', 'about', 'the', 'results', 'and', 'how', 'improves', 'their', 'life', 'they', 'don', 'care', 'much', 'about', 'the', 'company']","Newcastle, New South Wales",3,2022,2,10,3,0.09523809523809523,@wanted797 @simonsinek Exactly. People care about the results and how it improves their life. They don't care much about the company.
1001,[''],"New South Wales, Australia",3,2022,2,10,6,1.3333333333333333,@EclecticHams @RudyHavenstein #Winner
1002,"['best', 'regards', 'the', 'feeling', 'proud', 'part', 'them']","Sydney, New South Wales",3,2022,2,10,6,0.3333333333333333,"@smh @rachelclun My best regards to the Labor Party, I feeling so proud to be part of them"
1003,"['looking', 'gooood']","Sydney, New South Wales",3,2022,2,10,5,0.0,@HiKylieKennedy Kylie looking gooood 😍😍😍🥰
1004,"['look', 'would', 'better', 'than', 'the', 'current', 'wacko', 'have', 'all', 'bad', 'just', 'think', 'aussie', 'have', 'had', 'gut', 'full', 'self', 'serving', 'liars', 'pms', 'refuse', 'vote', 'for', 'either', 'party', 'vote', 'going', 'elsewhere', 'don', 'speak', 'for', 'all', 'australians']","Hobart, Tasmania",3,2022,2,10,0,-0.11320754716981132,"Look Sponge Bob would be better than the current WACKO we have, Albo is'nt all bad I just think Aussie's have had a gut full of self serving liars as PMs I refuse to vote for either party, my vote is going elsewhere, i don't speak for all Australians https://t.co/8s5SVN7lW3"
1005,"['laughed', 'hard', 'this', 'disclaimer', 'not']","Melbourne, Victoria",3,2022,2,10,0,0.0,"I laughed so hard at this. 

Disclaimer: it’s not ⁦@discord⁩ https://t.co/EEvNzHRZxM"
1006,"['the', 'presentation', 'was', 'kinda']","Sydney, New South Wales",3,2022,2,10,0,0.0,The Splatoon presentation was kinda... https://t.co/MvJNISoENh
1007,['karen'],"Melbourne, Victoria",3,2022,2,10,1,0.0,@DiscoDan99 KAREN
1008,[''],"Brisbane, Queensland",3,2022,2,10,0,0.0,https://t.co/yP6g30WS0g https://t.co/npCBwZVBMv
1009,"['the', 'case', 'the', 'paisley', 'snail']","New South Wales, Australia",3,2022,2,10,0,0.0,@LaLegale The Case of The Paisley Snail ....
1010,"['the', 'initial', 'religion', 'and', 'law', 'check', 'out']","Sydney, New South Wales",3,2022,2,10,2,0.0,@LaLegale It's the initial https://t.co/TGXyhNssz3 re Religion and law . Check it.out
